codice_isolato,data,popolazione,codice_gruppo,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
270420999,2018-11-27,101,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420203,2018-11-27,17,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420857,2018-11-27,68,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421047,2018-11-27,86,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420837,2018-11-27,46,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420230,2018-11-27,11,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420175,2018-11-27,23,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421551,2018-11-27,49,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270421563,2018-11-27,13,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270421566,2018-11-27,69,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270421561,2018-11-27,91,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270420247,2018-11-27,116,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420142,2018-11-27,22,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420889,2018-11-27,49,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420301,2018-11-27,34,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420829,2018-11-27,26,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421615,2018-11-27,0,1,270425046,1,5,Città d'acqua,Laguna Veneta (M.1 - Q.5),Venezia - Murano - Burano,"Murano, S. Erasmo"
270420286,2018-11-27,93,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420138,2018-11-27,10,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420294,2018-11-27,107,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420139,2018-11-27,2,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420135,2018-11-27,11,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421607,2018-11-27,234,1,270425027,1,5,Città d'acqua,Sant'Erasmo,Venezia - Murano - Burano,"Murano, S. Erasmo"
270423697,2018-11-27,1,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270421556,2018-11-27,16,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270421564,2018-11-27,21,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270420851,2018-11-27,54,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420205,2018-11-27,0,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420237,2018-11-27,58,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420983,2018-11-27,9,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420197,2018-11-27,52,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421133,2018-11-27,3,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421179,2018-11-27,58,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421119,2018-11-27,18,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421149,2018-11-27,42,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421180,2018-11-27,81,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421170,2018-11-27,100,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421155,2018-11-27,0,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421158,2018-11-27,36,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420426,2018-11-27,79,1,270425003,1,1,Città d'acqua,Sant'Elena,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421166,2018-11-27,161,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420431,2018-11-27,96,1,270425003,1,1,Città d'acqua,Sant'Elena,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421159,2018-11-27,16,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421160,2018-11-27,64,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421183,2018-11-27,164,1,270425020,1,2,Città d'acqua,Giudecca,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420410,2018-11-27,54,1,270425003,1,1,Città d'acqua,Sant'Elena,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421168,2018-11-27,56,1,270425018,1,2,Città d'acqua,Sacca Fisola,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420167,2018-11-27,21,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421599,2018-11-27,0,1,270425026,1,5,Città d'acqua,Vignole,Venezia - Murano - Burano,"Murano, S. Erasmo"
270421071,2018-11-27,43,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421041,2018-11-27,51,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420198,2018-11-27,44,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420140,2018-11-27,3,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420201,2018-11-27,31,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420292,2018-11-27,40,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420848,2018-11-27,39,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420095,2018-11-27,61,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421051,2018-11-27,1,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421073,2018-11-27,65,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420852,2018-11-27,10,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420285,2018-11-27,142,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420137,2018-11-27,7,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420849,2018-11-27,0,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420200,2018-11-27,43,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420149,2018-11-27,34,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421582,2018-11-27,40,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270420289,2018-11-27,9,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420226,2018-11-27,10,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420097,2018-11-27,4,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420009,2018-11-27,3,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420235,2018-11-27,19,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420282,2018-11-27,27,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420862,2018-11-27,0,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420840,2018-11-27,17,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420984,2018-11-27,51,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420299,2018-11-27,17,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420982,2018-11-27,33,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420136,2018-11-27,13,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420113,2018-11-27,8,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420202,2018-11-27,38,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420980,2018-11-27,2,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420291,2018-11-27,29,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420841,2018-11-27,18,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420012,2018-11-27,16,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420996,2018-11-27,109,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421072,2018-11-27,50,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420120,2018-11-27,12,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420143,2018-11-27,60,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421346,2018-11-27,38,2,270425048,2,3,Litorale,Lido,Lido - Pellestrina,"Lido, Malamocco, Alberoni"
270421338,2018-11-27,215,2,270425048,2,3,Litorale,Lido,Lido - Pellestrina,"Lido, Malamocco, Alberoni"
270421459,2018-11-27,0,2,270425052,2,3,Litorale,Isola Lazzaretto Vecchio,Lido - Pellestrina,"Lido, Malamocco, Alberoni"
270421083,2018-11-27,14,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421104,2018-11-27,3,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420049,2018-11-27,44,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420057,2018-11-27,0,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420362,2018-11-27,12,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421112,2018-11-27,75,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270423746,2018-11-27,0,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270421105,2018-11-27,1,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420033,2018-11-27,1,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421048,2018-11-27,59,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421011,2018-11-27,32,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420357,2018-11-27,25,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421010,2018-11-27,20,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421044,2018-11-27,0,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421009,2018-11-27,26,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421008,2018-11-27,7,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420054,2018-11-27,43,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421098,2018-11-27,17,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420356,2018-11-27,27,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420404,2018-11-27,33,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420036,2018-11-27,1,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420352,2018-11-27,34,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421103,2018-11-27,3,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421107,2018-11-27,36,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420059,2018-11-27,12,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421058,2018-11-27,45,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420355,2018-11-27,71,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421040,2018-11-27,16,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421070,2018-11-27,36,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420076,2018-11-27,4,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420147,2018-11-27,9,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420252,2018-11-27,41,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270423749,2018-11-27,14,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270420500,2018-11-27,91,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420528,2018-11-27,68,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420506,2018-11-27,30,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420503,2018-11-27,12,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420541,2018-11-27,45,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420476,2018-11-27,137,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270423772,2018-11-27,32,3,270425125,6,13,Terraferma,Malcontenta,Marghera,"Marghera, Catene, Malcontenta"
270420526,2018-11-27,17,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420458,2018-11-27,77,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420450,2018-11-27,15,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420255,2018-11-27,11,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420847,2018-11-27,34,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420122,2018-11-27,2,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420121,2018-11-27,4,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420981,2018-11-27,12,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420094,2018-11-27,30,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420124,2018-11-27,31,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420253,2018-11-27,8,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420845,2018-11-27,28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420245,2018-11-27,13,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421049,2018-11-27,16,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420071,2018-11-27,164,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420148,2018-11-27,4,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420008,2018-11-27,0,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420251,2018-11-27,24,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421039,2018-11-27,18,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420088,2018-11-27,13,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421097,2018-11-27,142,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421089,2018-11-27,82,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420440,2018-11-27,42,1,270425003,1,1,Città d'acqua,Sant'Elena,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421235,2018-11-27,0,1,270425022,1,2,Città d'acqua,Isola San Giorgio In Alga,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421199,2018-11-27,226,1,270425020,1,2,Città d'acqua,Giudecca,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421140,2018-11-27,7,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421090,2018-11-27,38,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421234,2018-11-27,0,1,270425045,1,2,Città d'acqua,Laguna Veneta (M.1 - Q.2),Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420370,2018-11-27,39,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421096,2018-11-27,15,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421125,2018-11-27,22,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421147,2018-11-27,24,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420378,2018-11-27,34,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420377,2018-11-27,20,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421146,2018-11-27,11,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421136,2018-11-27,123,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421137,2018-11-27,12,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420409,2018-11-27,26,1,270425003,1,1,Città d'acqua,Sant'Elena,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421034,2018-11-27,12,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270423745,2018-11-27,81,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270420451,2018-11-27,10,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270423769,2018-11-27,72,3,270425125,6,13,Terraferma,Malcontenta,Marghera,"Marghera, Catene, Malcontenta"
270420455,2018-11-27,400,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420568,2018-11-27,117,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420477,2018-11-27,70,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
