CIVICO,CLASSIFICAZIONE,CODICE_VIA,COD_ISOLATO,COD_LOCALITA,COD_MUNICIPALITA,COD_QUARTIERE,COD_ZONA,DENOMINAZIONE_STRUTTURA,ESRI_OID,ID_RAGIONE_SOCIALE,ID_STRUTTURA,INDIRIZZO,INDIRIZZO_EMAIL,LETTERA,NUMERO_LETTI,NUMERO_STANZE,NUM_STELLE,PERCENTUALE_RIDUZIONE,RAGIONE_SOCIALE,SITOWEB,SUB_CODICE_VIA,SUB_COD_VIA,TELEFONO,TIPO,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,ZONA_IDS,longitude,latitude,data,codice_gruppo,codice_isolato,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
1506,UNICA,2780,270420524,270425009,1,1,1,CA SAN LEONARDO,1686,6224,84360,CANNAREGIO 1506 F,VENICEAWAY@GMAIL.COM,F,3,2,0,0,CA SAN LEONARDO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,54810,54810,3273577222,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2311105.255,5035861.5812,2019-04-17,1,270420524,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1506,UNICA,2780,270420524,270425009,1,1,1,CASA DI ADEL,1687,5937,79827,CANNAREGIO 1506 F,813589@GMAIL.COM,F,6,3,0,0,CASA DI ADEL,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,54810,54810,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2311105.255,5035861.5812,2019-04-17,1,270420524,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1506,UNICA,2780,270420524,270425009,1,1,1,CASA MORADA,1688,2494,73995,CANNAREGIO 1506 F,MORENAVIGNOTTO@ALICE.IT,F,2,2,0,0,CASA MORADA,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,54810,54810,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2311105.255,5035861.5812,2019-04-17,1,270420524,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1506,UNICA,2780,270420524,270425009,1,1,1,SERENISSIMA,1689,5102,91480,CALLE DEI ORMESINI 1506 H,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,H,4,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,54810,54810,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2311109.12,5035835.0221,2019-04-17,1,270420524,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
2733,UNICA,2780,270420532,270425009,1,1,1,SOFIA POSTAI,1690,1557,47071,CANNAREGIO 2733,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,58050,58050,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2311111.4535999997,5035939.669199999,2019-04-17,1,270420532,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
2721,UNICA,2780,270420533,270425009,1,1,1,UAA COZY APARTMENT IN THE AUTHENTIC VENICE,1691,5599,69463,CANNAREGIO 2721 A,LARADEROSSI2010@GMAIL.COM,A,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,50090,50090,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2311112.8597,5035973.8583,2019-04-17,1,270420533,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
566,UNICA,2780,270420455,270425009,1,1,1,CORTE DELLE ROSE,1692,4759,81172,CANNAREGIO 566,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,55040,55040,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310489.8609999996,5035859.043,2019-04-17,1,270420455,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
564,UNICA,2780,270420454,270425009,1,1,1,CASA DELLA CREA,1693,5998,92100,CANNAREGIO 564,GUILLAUMECROS@YAHOO.FR,_,3,2,0,0,VENEZIANAMENTE SRL,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,55040,55040,3332545068,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310500.4903999995,5035852.3741999995,2019-04-17,1,270420454,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
541,UNICA,2780,270420462,270425009,1,1,1,APPARTAMENTO GUGLIE,1694,2311,86021,CANNAREGIO 541 F,BNB.VENEZIA@GMAIL.COM,F,2,3,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,50650,50650,00393338776398,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310508.3737000003,5035818.754899999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
541,UNICA,2780,270420462,270425009,1,1,1,CASA DOLCEDORO,1695,1839,53965,CANNAREGIO 541 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,50650,50650,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310513.2185000004,5035838.7115,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
536,UNICA,2780,270420462,270425009,1,1,1,TRE ARCHI,1696,1079,84427,CANNAREGIO 536 A,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,A,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,50640,50640,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310548.3474000003,5035800.2129999995,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,GUGLIE LUXURY APARTMENT,1697,2523,67495,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,CA' DELLE CIOCCHE,1698,2253,52314,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,RESIDENCE SAN GIOBBE INTERNO28,1699,2028,64638,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,PRIVATO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,CITTÀ INCANTATA,1700,1920,77455,CANNAREGIO 549,ANGELLILISNICOLA@GMAIL.COM,_,2,1,0,0,NICOLA ANGELILLIS,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,MPA,1701,956,69269,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,THE CONSERVATORY,1702,2574,69332,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,THE GARDENER PAVILION,1703,4855,85350,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,BAIA,1704,290,90967,CANNAREGIO 549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
549,UNICA,2780,270420462,270425009,1,1,1,APPARTAMENTO SAN GIOBBE,1705,3049,85047,CANNAREGIO 549,VENICEVACATION01@GMAIL.COM,_,4,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56240,56240,041952210,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310562.4995,5035865.545499999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
524,UNICA,2780,270420462,270425009,1,1,1,GRANDMA'S HOUSE,1706,5551,62930,CANNAREGIO 524,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,GRANDMA'S HOUSE ,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51460,51460,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310574.7271999996,5035810.896199999,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
522,UNICA,2780,270420462,270425009,1,1,1,CORTE CENDON,1707,4655,56684,CANNAREGIO 522 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51460,51460,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310576.1536999997,5035805.4222,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
525,UNICA,2780,270420462,270425009,1,1,1,CASA CECILIA,1708,6505,90252,CANNAREGIO 525,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,3,3,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51460,51460,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310576.1826,5035813.0759,2019-04-17,1,270420462,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1119,UNICA,2780,270420478,270425009,1,1,1,LOCAZIONE TURISTICA_INT.3,1709,3167,79636,CANNAREGIO 1119,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51030,51030,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310802.187,5035796.5437,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1119,UNICA,2780,270420478,270425009,1,1,1,LOCAZIONE TURISTICA_INT.5,1710,3167,79638,FONDAMENTA DE CANNAREGIO 1119,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51030,51030,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310802.187,5035796.5437,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1119,UNICA,2780,270420478,270425009,1,1,1,LOCAZIONE TURISTICA_INT.1,1711,3167,79637,FONDAMENTA DE CANNAREGIO 1119,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51030,51030,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310802.187,5035796.5437,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1126,UNICA,2780,270420478,270425009,1,1,1,APPARTAMENTO VIOLETTE,1712,3153,89978,CANNAREGIO 1126,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,4,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310825.4579,5035803.9824,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1248,UNICA,2780,270420478,270425009,1,1,1,"GHETTO GRANDE ""PLATINUM""",1713,5765,77459,CANNAREGIO 1248,GIULIA.CAMOSI@ME.COM,_,4,2,0,0,CAMOSI GIULIA,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,3663463558,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310827.9277,5035798.6284,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1248,UNICA,2780,270420478,270425009,1,1,2,"GHETTO PICCOLO ""LAGUNA""",1714,5765,77461,CANNAREGIO 1248,GIULIA.CAMOSI@ME.COM,_,2,1,0,20,CAMOSI GIULIA,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,3663463558,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2310827.9277,5035798.6284,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1131,UNICA,2780,270420478,270425009,1,1,1,GHETO VECIO,1715,5712,72485,CANNAREGIO 1131,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310832.7682,5035811.281199999,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1269,UNICA,2780,270420478,270425009,1,1,1,CASA BETTA,1716,4981,41456,CANNAREGIO 1269 A,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,A,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,51030,51030,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310836.8087999998,5035771.123,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1240,UNICA,2780,270420478,270425009,1,1,1,CA' SA,1717,4347,57571,CANNAREGIO 1240,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310844.9726,5035818.5099,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1142,UNICA,2780,270420478,270425009,1,1,1,GIARDINO DEI MELOGRANI 2,1718,896,89318,CANNAREGIO 1142,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310850.8603999997,5035828.9132,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1142,UNICA,2780,270420478,270425009,1,1,1,CANNAREGIO 1142,1719,3461,59758,CANNAREGIO 1142,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310850.8603999997,5035828.9132,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1234,UNICA,2780,270420478,270425009,1,1,1,LA GUGLIA,1720,4666,40614,CANNAREGIO 1234,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,3,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53075,53075,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310861.2836999996,5035834.8672,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1310,UNICA,2780,270420478,270425009,1,1,1,CA DELIZIA,1721,2052,75327,CANNAREGIO 1310 E,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,E,4,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,53820,53820,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310873.3726000004,5035767.118799999,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
1280,UNICA,2780,270420478,270425009,1,1,1,PORTA ORIENTALIS VENICE,1722,1899,65409,CANNAREGIO 1280,PORTA.ORIENTALIS@GMAIL.COM,_,8,3,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,55520,55520,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310876.0856,5035804.407400001,2019-04-17,1,270420478,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
521,UNICA,2780,270420461,270425009,1,1,1,CA' COLOMBINA,1723,3068,76044,CANNAREGIO 521,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,2,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,56946,56946,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2310579.9551999997,5035796.398700001,2019-04-17,1,270420461,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
